id,listing_id,listing_status,listing_user_id,superhost,price,currency,city,lat,lng,room_type,review_count,bedrooms,bathrooms,min_nights,max_nights,guests,created_at,updated_at,updated_by,amenities,description,weekly_price_factor,monthly_price_factor,cleaning_fee_native,cancellation_policy,info_last_updated,price_for_extra_person_native,listing_title,star_rating,missing_v2_pricing,pricing_line_items,h3_index,is_los,is_ghost,country,state,neighborhood,zipcode,license,guest_favorite,picture_url,luxe,base_guest,host_name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171816791,792709936269617132,NULL,329306210,FALSE,171,NULL,Charlottesville,38.03339,-78.46067,Entire rental unit,4,0,1,1,365,2,2023-01-10 5:04:12,2024-12-31 1:54:14,pricelabs-scraping -- 60574,"[Hair dryer""",Cleaning products,Shampoo,Conditioner,Hot water,Washer,Free dryer – In unit,Essentials,Hangers,Bed linens,Room-darkening shades,Clothing storage,TV,Air conditioning,Heating - split type ductless system,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Electric stove,Oven,Coffee maker,Wine glasses,Toaster,Baking sheet,Dining table,Backyard,Free parking on premises,Single level home,Pets allowed,Long term stays allowed,Self check-in,"Keypad]""","The studio apartment is equipped with everything needed for a short term stay or longer stay including in unit laundry, linens, towels, cookware an utensils. Apartment is conveniently located to grocery stores, highways, shopping, the Rivanna Walking Trails, the Darden Towe park and much more in a unique mixed-used area of town! The space The building has 13 units in it. There is a keyless door code to the building as well as your apartment door. Guest access You have access to the entire apartment. Other things to note Only the downstairs apartments are dog friendly. NO CATS allowed. So sorry. Please note that this apartment is a below grade basement apartment. DOGS ARE NOT ALLOWED ON THE FURNITURE Water tank is smaller than normal single family home. We strongly suggest not running any appliances that use water at the same time as a shower to make sure there is enough hot water for showers. Shower time may not be the same as a full size single family home.",,0.39,110,Firm,NULL,0,Studio 6 Close to UVA Hospital & Dog Friendly,4.75,,"{check_in"": ""2025-01-01""","check_out: ""2025-01-06""","CLEANING_FEE: {""total"": 110","currency: ""USD""}","ACCOMMODATION: {""total"": 900","currency: ""USD""}","AIRBNB_SERVICE_FEE: {""total"": 143","currency: ""USD""}","TOTAL_BEFORE_TAXES: {""total"": 1153","currency: ""USD""}}""",882a8c10abfffff,2,0,United States,Virginia,Martha Jefferson,22902,,0,https://a0.muscache.com/pictures/miso/Hosting-792709936269617132/original/72850726-f17a-47d0-abaa-964297190088.jpeg,0,NULL,Cville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171816953,792824253182206382,NULL,329306210,FALSE,171,NULL,Charlottesville,38.0345,-78.461,Entire rental unit,4,0,1,1,365,2,2023-01-10 5:04:15,2024-12-31 1:49:05,pricelabs-scraping -- 60574,"[Hair dryer""",Cleaning products,Shampoo,Conditioner,Hot water,Free washer – In unit,Free dryer – In unit,Essentials,Hangers,Bed linens,Room-darkening shades,Clothing storage: closet,TV,AC - split type ductless system,Heating - split type ductless system,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Electric stove,Stainless steel oven,Coffee maker,Wine glasses,Toaster,Baking sheet,Private patio or balcony,Shared backyard – Not fully fenced,Outdoor furniture,Free driveway parking on premises – 6 spaces,Free street parking,Long term stays allowed,Self check-in,"Keypad]""","Enjoy a renovated apartment close to the Downtown Mall and the UVA Medical Center. Studio apartments come with everything needed for your short term or long term stay. Fully furnished including a Queen bed, full size kitchen, full bathroom, and cooking supplies and fast FIBER internet w/private patio! Keyless door code entry . Apartment is conveniently located to grocery stores, highways, shopping, the Rivanna Walking Trails, and much more in a unique mixed-used area of town! Guest access Guests have access to the entire apartment Other things to note Water tank is smaller than normal single family home. We strongly suggest not running any appliances that use water at the same time as a shower to make sure there is enough hot water for showers. Shower time may not be the same as a full size single family home.",,0.44,100,Firm,NULL,0,Studio 10 Close To UVA Hospital,4.75,,"{check_in"": ""2025-04-09""","check_out: ""2025-04-14""","CLEANING_FEE: {""total"": 100","currency: ""USD""}","ACCOMMODATION: {""total"": 900","currency: ""USD""}","AIRBNB_SERVICE_FEE: {""total"": 141","currency: ""USD""}","TOTAL_BEFORE_TAXES: {""total"": 1141","currency: ""USD""}}""",882a8c10a1fffff,2,0,United States,Virginia,Martha Jefferson,22902,,0,https://a0.muscache.com/pictures/miso/Hosting-792824253182206382/original/332b890c-7f56-4e7e-87d3-ef2c96f00920.jpeg,0,NULL,Cville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171817129,793415399240764485,NULL,329306210,FALSE,196,NULL,Charlottesville,38.0345,-78.461,Entire rental unit,4,0,1,1,365,2,2023-01-10 5:04:19,2024-12-31 2:00:47,pricelabs-scraping -- 60574,"[Hair dryer""",Cleaning products,Shampoo,Conditioner,Hot water,Free washer – In unit,Free dryer – In unit,Essentials,Hangers,Bed linens,Room-darkening shades,Clothing storage: closet,TV,AC - split type ductless system,Heating - split type ductless system,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Electric stove,Stainless steel oven,Coffee maker,Wine glasses,Toaster,Baking sheet,Private patio or balcony,Shared backyard – Not fully fenced,Outdoor furniture,Free parking on premises,Free street parking,Self check-in,"Keypad]""","Enjoy a renovated apartment close to the Downtown Mall and the UVA Medical Center. Studio apartments come with everything needed for your short term or long term stay. Fully furnished including a Queen bed, full size kitchen, full bathroom, cooking supplies, private patio and fast FIBER internet! Keyless door entry. Apartment is conveniently located to grocery stores, highways, shopping, the Rivanna Walking Trails and much more in a unique mixed-used area of town! Guest access Guest have access to entire apartment Other things to note No pets allowed. No smoking. Water tank is smaller than normal single family home. We strongly suggest not running any appliances that use water at the same time as a shower to make sure there is enough hot water for showers. Shower time may not be the same as a full size single family home.",,0.39,110,Firm,NULL,0,Studio 11 w/ Mountain Views Close To UVA Hospital,4,,"{check_in"": ""2025-02-01""","check_out: ""2025-02-06""","CLEANING_FEE: {""total"": 110","currency: ""USD""}","ACCOMMODATION: {""total"": 950","currency: ""USD""}","AIRBNB_SERVICE_FEE: {""total"": 150","currency: ""USD""}","TOTAL_BEFORE_TAXES: {""total"": 1210","currency: ""USD""}}""",882a8c10a1fffff,2,0,United States,Virginia,Martha Jefferson,22902,,0,https://a0.muscache.com/pictures/miso/Hosting-793415399240764485/original/cdd45f4a-bc8b-4c9c-bd11-bdb04238dc78.jpeg,0,NULL,Cville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171817421,792753155992630631,NULL,329306210,FALSE,193,NULL,Charlottesville,38.0345,-78.461,Entire rental unit,2,1,1,1,365,2,2023-01-10 5:04:28,2024-12-31 1:55:22,pricelabs-scraping -- 60574,"[Hair dryer""",Cleaning products,Shampoo,Conditioner,Hot water,Free washer – In unit,Free dryer – In unit,Essentials,Hangers,Bed linens,Room-darkening shades,Clothing storage: closet,TV,Air conditioning,Heating - split type ductless system,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Electric stove,Stainless steel oven,Coffee maker: drip coffee maker,Wine glasses,Toaster,Baking sheet,Dining table,Shared backyard – Not fully fenced,Free driveway parking on premises – 6 spaces,Free street parking,Single level home,Pets allowed,Long term stays allowed,Self check-in,"Keypad]""","Enjoy a renovated apartment close to the Downtown Mall and the University of Charlottesville Medical Center. Studio apartments come with everything needed for your short term or long term stay. Fully furnished including a Queen-sized bed, full size kitchen, full bathroom, coffee maker and cooking supplies and fast FIBER internet! Keyless door code entry makes check in and out a breeze. The space This is a studio so it has an open floor plan and flow. Guest access Guests have access to the entire space. Other things to note DOGS ARE NOT ALLOWED ON THE FURNITURE. No cats allowed Water tank is smaller than normal single family home. We strongly suggest not running any appliances that use water at the same time as a shower to make sure there is enough hot water for showers. Shower time may not be the same as a full size single family home.",,0.39,100,Firm,NULL,0,Studio 3 Close To Downtown Mall,4.5,,"{error"": ""Missing price line items""","check_in: ""2025-02-01""","check_out: ""2025-02-06""","CLEANING_FEE: {""total"": 0","currency: ""USD""}}""",882a8c10a1fffff,2,0,United States,Virginia,Martha Jefferson,22902,,0,https://a0.muscache.com/pictures/miso/Hosting-792753155992630631/original/38ef2a30-1904-4076-871a-ec8ab62e089f.jpeg,0,NULL,Cville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171817993,792827391802854449,NULL,329306210,FALSE,171,NULL,Charlottesville,38.0345,-78.461,Entire rental unit,3,0,1,1,365,2,2023-01-10 5:04:54,2024-12-31 1:58:56,pricelabs-scraping -- 60574,"[Hair dryer""",Cleaning products,Shampoo,Conditioner,Hot water,Free washer – In unit,Free dryer – In unit,Essentials,Hangers,Bed linens,Room-darkening shades,Clothing storage: closet,TV,AC - split type ductless system,Heating - split type ductless system,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Electric stove,Stainless steel oven,Coffee maker: drip coffee maker,Wine glasses,Toaster,Baking sheet,Dining table,Private patio or balcony,Shared backyard – Not fully fenced,Outdoor furniture,Free driveway parking on premises – 6 spaces,Free street parking,Single level home,Pets allowed,Long term stays allowed,Self check-in,"Keypad]""","Enjoy a renovated studio apartment close to the Downtown Mall and the University of Charlottesville Medical Center. Studio apartments come with everything needed for your short term or long term stay. Fully furnished including a Queen-sized bed, full size kitchen, full bathroom, coffee maker and cooking supplies and fast FIBER internet! Keyless door code entry makes check in and out a breeze. Guest access Guests have access to the entire apartment Other things to note DOGS ARE NOT ALLOWED ON THE FURNITURE. NO cats allowed Water tank is smaller than normal single family home. We strongly suggest not running any appliances that use water at the same time as a shower to make sure there is enough hot water for showers. Shower time may not be the same as a full size single family home.",,0.44,100,Firm,NULL,0,Studio 4 Dog Friendly Near UVA Hospital,4,,"{check_in"": ""2025-01-01""","check_out: ""2025-01-06""","CLEANING_FEE: {""total"": 100","currency: ""USD""}","ACCOMMODATION: {""total"": 900","currency: ""USD""}","AIRBNB_SERVICE_FEE: {""total"": 141","currency: ""USD""}","TOTAL_BEFORE_TAXES: {""total"": 1141","currency: ""USD""}}""",882a8c10a1fffff,2,0,United States,Virginia,Martha Jefferson,22902,,0,https://a0.muscache.com/pictures/miso/Hosting-792827391802854449/original/ea46b45e-f816-429f-9e00-2f0ecdd0c4e5.jpeg,0,NULL,Cville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172877368,11967879,NULL,21210507,FALSE,150,NULL,Waynesboro,38.0662,-78.8789,Entire rental unit,2,1,1,1,365,2,2023-01-13 2:13:50,2024-12-18 5:14:58,pricelabs-scraping -- 52711,"[Cleaning products""",Hot water,Washer – In building,Dryer – In building,Hangers,Bed linens,Extra pillows and blankets,Clothing storage: closet,30 inch TV,Air conditioning,Ceiling fan,Central heating,Exterior security cameras on property,Smoke alarm,Fire extinguisher,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Stove,Oven,Coffee maker: Keurig coffee machine,Baking sheet,Dining table,Free parking on premises,Free street parking,Self check-in,"Lockbox]""","Located in the historic Basic City of Waynesboro, Virginia. Basic City Lofts embraces architectural details respecting the integrity of the former building. The loft offers a fully appointed kitchen and bath, new appliances, new floors, and cozy furnishings. Nestled in the foothills of the Blue Ridge Mountains. A short drive from many scenic excursions, outdoor activities, vineyards and breweries. Ideally located minutes from downtown this unique residence is also within four major hospitals. Other things to note This is an urban setting on Main Street in a small town. So there will be sounds associated with city living which include traffic, motor vehicles trucks, and trains. For most the noise is not a problem however if you are very sensitive to noise please keep this in mind. White noise machines are provided for those who prefer to use them.",,,200,Flexible,NULL,0,Basic City Lofts - 1B,4.5,,"{check_in"": ""2024-10-05""","check_out: ""2024-11-02""","CLEANING_FEE: {""total"": 200","currency: ""USD""}","ACCOMMODATION: {""total"": 850","currency: ""USD""}","AIRBNB_SERVICE_FEE: {""total"": 111","currency: ""USD""}","TOTAL_BEFORE_TAXES: {""total"": 1161","currency: ""USD""}}""",882a8c5429fffff,0,0,United States,Virginia,,22998,,0,https://a0.muscache.com/pictures/miso/Hosting-11967879/original/e78a24c0-ab37-4375-a93e-f5e221f5a41b.jpeg,0,1 guests,Jennifer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173141463,777462894213768900,NULL,20756798,TRUE,425,NULL,Charlottesville,37.9934,-78.40176,Farm stay,1,3,2,1,365,6,2023-01-14 3:30:21,2024-12-27 6:10:13,pricelabs-scraping-01 -- 71886,"[Bathtub""",Hair dryer,Body soap,Hot water,Washer,Dryer,Essentials,Hangers,Bed linens,Iron,Clothing storage,TV,Piano,Board games,Air conditioning,Indoor fireplace,Ceiling fan,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Cooking basics,Dishes and silverware,Hot water kettle,Coffee maker,Dining table,Backyard,Fire pit,Outdoor dining area,BBQ grill,Free parking on premises,Self check-in,"Lockbox]""","More Photos Coming Soon! Spacious house in the rolling hills of Virginia near the Rivanna River. Close to downtown Charlottesville(8 miles) and UVA. A few miles from Monticello, Highland, Jefferson Vineyard, Simeon Market(coffee shop with baked goods and sandwiches), and Carter's Mountain Orchard. More vineyards nearby. Kayaks, rented from the Rivanna River Company, are a fun way to explore the river. If you are interested in a monthly rate send an inquiry. The space This is a whole house rental—3 bedrooms and 1 full bathroom upstairs. Downstairs is a one-bedroom/1 bathroom apartment which we Airbnb already. Feel free to look it up Green Willow Farm apartment near Monticello"" . Upstairs",there is a beautiful,large farm kitchen that overlooks the fields. Large farm table for gathering. Woodstove. Living room with fireplace,many books. Large TV. No cable but access to Netflix,HBO,Amazon and other streaming services. Board games. Deck with a large table for outside eating—other garden spaces for outside eating and relaxing. Bonfire pit. Guest access Feel free to enjoy the patio and walk the fields. You can go into the large vegetable garden but keep gates closed. (Deer are awaiting entrance whenever there is an opportunity! Bunnies dine in the garden,at will.) garden/patio area. There is a mowed path around the edges of the property that you are welcome to walk. Other things to note We are on a rural road and there are no street lights to light your way at night. We do have solar lights at the entrance and leading up to the apartment so there should be no trouble finding your way. It's fun to see wildlife in the field,turkey,deer,fox... something to note about the fox is their communication style - a loud shrill scream - just them getting to know each other. . . :) There is some solar electric fence around the sheep pasture. Best to avoid. And don't go in the pasture with the sheep. Though friendly,these male sheep will express that by butting you,hard,"with their horns.""",0.79,,100,Moderate,NULL,0,Farm Stay near Monticello,5,,"{error"": ""Missing price line items: Listing has no availability""}""",882a8c1543fffff,0,1,United States,Virginia,Milton,22947,,0,https://a0.muscache.com/pictures/miso/Hosting-777462894213768900/original/478e6040-aae8-4fc3-9ac6-bc7dcbd6076d.jpeg,0,NULL,Patty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173631016,723981062304581833,NULL,116840345,FALSE,1250,NULL,Charlottesville,38.04974,-78.50056,Entire home,3,3,2,1,365,6,2023-01-15 2:48:29,2024-12-27 3:56:39,pricelabs-scraping -- 22191,"[TV""",Air conditioning,Indoor fireplace,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Shared patio or balcony,Private backyard – Fully fenced,Fire pit,Outdoor dining area,BBQ grill,Free parking on premises,Self check-in,"Lockbox]""","Your family will be close to everything when you stay at our home in the coveted Rugby Road neighborhood. We are located a mile from the UVA historic Rotunda/grounds, stadium & gardens, The Corner & Barracks Road Shopping, or a concert at the JPJ Arena. The many more restaurants and unique shops of C-ville’s downtown historic walking mall are within 2-5 miles. And our large deck off the kitchen and fenced yard offers a lovely outdoor dining spot, or just soaking in the afternoon sun. The space This is a 3 bedroom, 2 bath home. The primary is located on the first floor with a king bed and window to the landscaped front yard. The spa like bath with a walk-in shower is located across the hall. The second floor w/dormers offer a 2nd bedroom with a king and lovely morning light and the 3rd is perfect for a single with a comfy twin and skylight. The shared second floor bath offers a walk in shower with skylight. The family room with fireplace and large tv are perfect for relaxing. Our kitchen is the heart of our home, fully stocked to meet your cooking needs and just hang out. The outdoor deck includes a Weber gas grill and large teak table/furniture. Please note that this is our primary residence so there will be personal items including artwork (some fragile) and the closets and draws will have items. We love our light filled home and hope you will too. Guest access Guests will have access the the first and second floors of our home. As well as the yard, garden, deck, parking. Access to the washer and dryer must be arranged in advance. Other things to note Please note that this is our primary residence so there will be personal items including artwork (some fragile) and the closets and draws will have items. We love our light filled home and hope you will too.",,,300,Moderate,NULL,0,Rugby Road Retreat - walking distance to UVA.,5,,"{error"": ""Missing price line items""","check_in: ""2025-01-01""","check_out: ""2025-01-06""","CLEANING_FEE: {""total"": 0","currency: ""USD""}}""",882a8c118bfffff,0,0,United States,Virginia,Venable,22903,,0,https://a0.muscache.com/pictures/miso/Hosting-723981062304581833/original/2a22617e-7a38-4f92-9c52-5a6d464c7cee.jpeg,0,NULL,Alastair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174334576,796546431171870661,NULL,41399220,TRUE,149,NULL,Charlottesville,38.03,-78.48128,Entire rental unit,17,0,1,1,365,2,2023-01-24 1:26:00,2024-12-16 23:38:14,pricelabs-scraping -- 42511,"[Hair dryer""",Shampoo,Washer,Dryer,Essentials,Hangers,Bed linens,TV,Air conditioning,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Wifi,Kitchen,Microwave,Cooking basics,Dishes and silverware,Dishwasher,Oven,Coffee maker,"Toaster]""","Poseidon is a newly renovated studio on the Water Street side of the Downtown Mall! The space Poseidon is a newly renovated studio on the Water Street side of the Downtown Mall! This bright and airy unit is around the corner from the Historic Downtown Mall itself and will be quieter than other spaces facing the Mall, yet still easily accessible to all the dining and shopping the Mall has to offer! During the Spring through early Fall the City Market farmer's market is held right across the street. *Please be aware, no parking is included with this rental, the most economical option is the Water Street parking garage a few blocks down. **Note: The name of this property has recently changed, it was formerly called Water Street #2!**",,,55,Firm,NULL,0,The Poseidon - Studio apt near Downtown Mall,4.76,,"{check_in"": ""2024-12-23""","check_out: ""2024-12-28""","CLEANING_FEE: {""total"": 55","currency: ""USD""}","ACCOMMODATION: {""total"": 799","currency: ""USD""}","AIRBNB_SERVICE_FEE: {""total"": 121","currency: ""USD""}","TOTAL_BEFORE_TAXES: {""total"": 975","currency: ""USD""}}""",882a8c119bfffff,1,0,United States,Virginia,Downtown Mall,22902,,0,https://a0.muscache.com/pictures/prohost-api/Hosting-796546431171870661/original/904307f4-8365-43bf-8718-ce367cbdfa92.jpeg,0,NULL,Stay Charlottesville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175068203,49982659,NULL,403083793,FALSE,349,NULL,Charlottesville,38.06889,-78.49239,Entire rental unit,39,2,1,1,365,4,2023-02-07 23:55:30,2024-12-21 16:38:05,pricelabs-scraping-01 -- 85419,"[Hair dryer""",Shampoo,Dryer,Essentials,Hangers,Iron,TV,Air conditioning,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Wifi,Dedicated workspace,Kitchen,Cooking basics,Private entrance,"Pets allowed]""","Beautifully decorated and well-stocked place with vaulted ceilings, skylights, indoor fireplace and private balcony. You are conveniently located within a 5-10 minute drive of all Charlottesville has to offer while also being able to leave town (for wineries or hikes etc) very easily with quick access to highway and major roads. The space This is a spacious 2 bedroom 1 bathroom condo with vaulted ceilings, skylights and beautiful hardwood floors. It has a private balcony facing many trees with dining table and Papasan chair for relaxing. Please note $100 pet fee per pet to be paid after booking and before check-in. There is a nice dining area. There is also a working indoor fireplace to set the mood (you provide your own firewood and starter etc if you’d like to use). Our place is beautifully decorated. The kitchen is well stocked for all basic cooking.. The bedroom is very spacious again with vaulted ceilings. It has blackout curtains to get completely dark to sleep in past sunrise. There is a laundry room with washer and dryer you may use (although cleaner will often leave a load in these so you’ll just need to remove what is in there first). There is a lot with free easy parking. It is a simple self checkin process. The place is easy to find with GPS. Other things to note You MUST mention any pets you have in your welcome message. Pets are allowed with pet fee of $100 per pet, for stays of 4 nights or below. The pet fee for more than 4 nights depends on length of stay, so please ask before booking. AirBnB allows you to mark pets in your booking but this pet fee is NOT added to your booking total. This pet fee is additional and to be paid AFTER booking and before check-in.",0.94,0.92,24,Strict,NULL,30,"Vaulted Ceilings, Private Balcony, Near Everything",4.85,,"{check_in"": ""2025-01-09""","check_out: ""2025-01-14""","CLEANING_FEE: {""total"": 0","currency: ""USD""}","ACCOMMODATION: {""total"": 604","currency: ""USD""}","AIRBNB_SERVICE_FEE: {""total"": 85","currency: ""USD""}","TOTAL_BEFORE_TAXES: {""total"": 689","currency: ""USD""}}""",882a8c11cbfffff,2,0,United States,Virginia,Turtle Creek Condos,22901,,0,https://a0.muscache.com/pictures/e0bfce07-b858-4a76-939f-14a7cab1c72d.jpg,0,2 guests,Brian And Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175877539,14074923,NULL,84566628,TRUE,65,NULL,Charlottesville,38.07076,-78.49411,Private room in home,79,1,0,1,365,2 guests,2023-02-23 7:03:44,2024-12-21 16:36:17,pricelabs-scraping-01 -- 85419,"[Bathtub""",Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Washer – In building,Dryer – In building,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Clothing storage: walk-in closet,"HDTV with standard cable, Netflix, Hulu, HBO Max",Books and reading material,Central air conditioning,Ceiling fan,Central heating,Lock on bedroom door,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Microwave,Mini fridge,Hot water kettle,Wine glasses,Shared patio or balcony,Private backyard – Not fully fenced,Outdoor furniture,Outdoor dining area,Free parking on premises,Free street parking,Luggage dropoff allowed,"Host greets you]""","My place is close to the University of Virginia, to the major shopping centers (Barracks Road, Stonefield, Fashion Square), to the Downtown Mall, Monticello, Shenandoah National Park, and the Charlottesville (CHO) airport. You’ll love my place because of the beautiful setting - it's a small, quiet, wooded neighborhood located in the middle of the city. The house has a front porch and beautiful back deck. My place is ideal for couples, solo adventurers, and business travelers. The space Private room with private bathroom, closet, small fridge for guests, outdoor porch and patio available, access to kitchen and laundry room. Guest access Guest private room and bathroom. Kitchen for making coffee or tee, microwave, small oven. During your stay I can help guest with advice. I have been living in Charlottesville for about 30 years. I can be reached by phone and e-mail.",0.9,0.85,20,Flexible,NULL,0,Sylvicka's Place-owner Sylvia Cechova,4.91,,"{error"": ""Missing price line items""","check_in: ""2025-01-09""","check_out: ""2025-01-14""","CLEANING_FEE: {""total"": 0","currency: ""USD""}}""",882a8c11c9fffff,0,0,United States,Virginia,,22901,,1,https://a0.muscache.com/pictures/9f5973c4-e3b5-4a15-aee8-ba74744835db.jpg,0,NULL,Sylvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
